@id,공포번호,공포일자,법령ID,법령구분명,법령명한글,법령상세링크,법령약칭명,법령일련번호,소관부처명,소관부처코드,시행일자,자법타법여부,제개정구분명,현행연혁코드
4049,00936,20180921,008494,법무부령,출입국관리법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204664&type=HTML&mobileYn=&efYd=20180921,,204664,법무부,1270000,20180921,,일부개정,현행
4050,14636,20170321,009350,법률,출판문화산업 진흥법,/DRF/lawService.do?OC=tooget&target=law&MST=192476&type=HTML&mobileYn=&efYd=20170422,출판법,192476,문화체육관광부,1371000,20170422,,일부개정,현행
4051,28601,20180123,009480,대통령령,출판문화산업 진흥법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=201475&type=HTML&mobileYn=&efYd=20180123,,201475,문화체육관광부,1371000,20180123,,일부개정,현행
4052,00242,20160122,009482,문화체육관광부령,출판문화산업 진흥법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=180155&type=HTML&mobileYn=&efYd=20160122,,180155,문화체육관광부,1371000,20160122,,일부개정,현행
4053,00481,20180327,013106,중앙선거관리위원회규칙,충청남도ㆍ전라북도 시ㆍ군의원지역선거구의 명칭ㆍ구역 및 의원정수에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=202950&type=HTML&mobileYn=&efYd=20180327,,202950,중앙선거관리위원회,9760000,20180327,,제정,현행
4054,25534,20140806,012122,대통령령,충청북도 진천군과 음성군의 관할구역 변경에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=158202&type=HTML&mobileYn=&efYd=20140817,,158202,행정안전부,1741000,20140817,,제정,현행
4055,11624,20130123,011746,법률,충청북도 청주시 설치 및 지원특례에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=131890&type=HTML&mobileYn=&efYd=20140701,청주시법,131890,행정안전부,1741000,20140701,,제정,현행
4056,15428,20180313,011136,법률,취업 후 학자금 상환 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=202627&type=HTML&mobileYn=&efYd=20180914,학자금상환법,202627,교육부,1342000,20180914,,일부개정,현행
4057,29117,20180828,011147,대통령령,취업 후 학자금 상환 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204288&type=HTML&mobileYn=&efYd=20180914,학자금상환법시행령,204288,교육부,1342000,20180914,,일부개정,현행
4058,00163,20180914,011328,교육부령,취업 후 학자금 상환 특별법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204637&type=HTML&mobileYn=&efYd=20180914,,204637,교육부,1342000,20180914,,일부개정,현행
4059,27664,20161205,009528,대통령령,치과의사전문의의 수련 및 자격 인정 등에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=188023&type=HTML&mobileYn=&efYd=20161205,,188023,보건복지부,1352000,20161205,,일부개정,현행
4060,00451,20161205,009551,보건복지부령,치과의사전문의의 수련 및 자격 인정 등에 관한 규정 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=188213&type=HTML&mobileYn=&efYd=20161205,,188213,보건복지부,1352000,20161205,,일부개정,현행
4061,15160,20171212,009998,법률,치료감호 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=199506&type=HTML&mobileYn=&efYd=20180613,치료감호법,199506,법무부,1270000,20180613,,일부개정,현행
4062,28951,20180612,010052,대통령령,치료감호 등에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203815&type=HTML&mobileYn=&efYd=20180613,,203815,법무부,1270000,20180613,,일부개정,현행
4063,00931,20180612,010171,법무부령,치료감호 등에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203869&type=HTML&mobileYn=&efYd=20180613,,203869,법무부,1270000,20180613,,일부개정,현행
4064,14896,20170919,011442,법률,치매관리법,/DRF/lawService.do?OC=tooget&target=law&MST=197524&type=HTML&mobileYn=&efYd=20180920,,197524,보건복지부,1352000,20180920,,일부개정,현행
4065,29177,20180918,011538,대통령령,치매관리법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204562&type=HTML&mobileYn=&efYd=20180920,,204562,보건복지부,1352000,20180920,,일부개정,현행
4066,00592,20180920,011542,보건복지부령,치매관리법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204663&type=HTML&mobileYn=&efYd=20180920,,204663,보건복지부,1352000,20180920,,일부개정,현행
4067,25709,20141111,012158,대통령령,치안분야 과학기술 진흥에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=161983&type=HTML&mobileYn=&efYd=20141121,,161983,경찰청,1320000,20141121,,제정,현행
4068,13490,19911016,005265,대통령령,치안행정협의회규정,/DRF/lawService.do?OC=tooget&target=law&MST=30875&type=HTML&mobileYn=&efYd=19911016,,30875,경찰청,1320000,19911016,,제정,현행
4069,15624,20180608,011321,법률,친수구역 활용에 관한 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=203693&type=HTML&mobileYn=&efYd=20180608,친수구역법,203693,환경부,1480000,20180608,,타법개정,현행
4070,28947,20180608,011385,대통령령,친수구역 활용에 관한 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203708&type=HTML&mobileYn=&efYd=20180608,친수구역법시행령,203708,환경부,1480000,20180608,,타법개정,현행
4071,00764,20180608,011386,환경부령,친수구역 활용에 관한 특별법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203846&type=HTML&mobileYn=&efYd=20180608,친수구역법시행규칙,203846,환경부,1480000,20180608,,타법개정,현행
4072,10646,20110519,010086,법률,친일반민족행위자 재산의 국가귀속에 관한 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=113181&type=HTML&mobileYn=&efYd=20110519,친일재산귀속법,113181,법무부,1270000,20110519,,일부개정,현행
4073,28211,20170726,010230,대통령령,친일반민족행위자 재산의 국가귀속에 관한 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195547&type=HTML&mobileYn=&efYd=20170726,친일재산귀속법시행령,195547,법무부,1270000,20170726,,타법개정,현행
4074,14305,20161202,000419,법률,친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=188069&type=HTML&mobileYn=&efYd=20170603,친환경농어업법,188069,"농림축산식품부,해양수산부",1192000 1543000,20170603,,일부개정,현행
4075,28061,20170529,005677,대통령령,친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=193944&type=HTML&mobileYn=&efYd=20170603,친환경농어업법시행령,193944,"농림축산식품부,해양수산부",1192000 1543000,20170603,,일부개정,현행
4076,15380,20180221,009280,법률,콘텐츠산업 진흥법,/DRF/lawService.do?OC=tooget&target=law&MST=202286&type=HTML&mobileYn=&efYd=20180822,콘텐츠산업법,202286,문화체육관광부,1371000,20180822,,일부개정,현행
4077,28211,20170726,009346,대통령령,콘텐츠산업 진흥법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195686&type=HTML&mobileYn=&efYd=20170726,,195686,문화체육관광부,1371000,20170726,,타법개정,현행
4078,00307,20170904,009355,문화체육관광부령,콘텐츠산업 진흥법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=197077&type=HTML&mobileYn=&efYd=20170904,,197077,문화체육관광부,1371000,20170904,,타법개정,현행
4079,14352,20161202,012246,법률,크루즈산업의 육성 및 지원에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=188119&type=HTML&mobileYn=&efYd=20170603,크루즈산업법,188119,해양수산부,1192000,20170603,,일부개정,현행
4080,28079,20170529,012340,대통령령,크루즈산업의 육성 및 지원에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=193991&type=HTML&mobileYn=&efYd=20170603,크루즈산업법시행령,193991,해양수산부,1192000,20170603,,일부개정,현행
4081,14839,20170726,012266,법률,클라우드컴퓨팅 발전 및 이용자 보호에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=195349&type=HTML&mobileYn=&efYd=20170726,클라우드컴퓨팅법,195349,과학기술정보통신부,1721000,20170726,,타법개정,현행
4082,28210,20170726,012360,대통령령,클라우드컴퓨팅 발전 및 이용자 보호에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195464&type=HTML&mobileYn=&efYd=20170726,클라우드컴퓨팅법시행령,195464,과학기술정보통신부,1721000,20170726,,타법개정,현행
4083,14213,20160529,012573,법률,탄소소재 융복합기술 개발 및 기반 조성 지원에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=183744&type=HTML&mobileYn=&efYd=20161130,탄소소재법,183744,산업통상자원부,1450000,20161130,,제정,현행
4084,27631,20161129,012679,대통령령,탄소소재 융복합기술 개발 및 기반 조성 지원에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=187805&type=HTML&mobileYn=&efYd=20161130,,187805,산업통상자원부,1450000,20161130,,제정,현행
4085,00225,20161130,012682,산업통상자원부령,탄소소재 융복합기술 개발 및 기반 조성 지원에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=187982&type=HTML&mobileYn=&efYd=20161130,,187982,산업통상자원부,1450000,20161130,,제정,현행
4086,15344,20180116,011554,법률,탄소흡수원 유지 및 증진에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=201162&type=HTML&mobileYn=&efYd=20180417,탄소흡수원법,201162,산림청,1400000,20180417,,타법개정,현행
4087,28562,20171229,011769,대통령령,탄소흡수원 유지 및 증진에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=200508&type=HTML&mobileYn=&efYd=20171229,탄소흡수원법시행령,200508,산림청,1400000,20171229,,타법개정,현행
4088,00341,20130222,011772,농림수산식품부령,탄소흡수원 유지 및 증진에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=132742&type=HTML&mobileYn=&efYd=20130223,탄소흡수원법시행규칙,132742,산림청,1400000,20130223,,제정,현행
4089,00765,20120420,008503,국방부령,탐색구조본부의 구성 및 운영 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=124851&type=HTML&mobileYn=&efYd=20120420,,124851,국방부,1290000,20120420,,일부개정,현행
4090,15569,20180417,010597,법률,태권도 진흥 및 태권도공원 조성 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=203178&type=HTML&mobileYn=&efYd=20181018,태권도법,203178,문화체육관광부,1371000,20181018,,일부개정,현행
4091,27852,20170207,010768,대통령령,태권도 진흥 및 태권도공원 조성 등에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=191579&type=HTML&mobileYn=&efYd=20170308,태권도법시행령,191579,문화체육관광부,1371000,20170308,,일부개정,현행
4092,00241,20151231,010769,문화체육관광부령,태권도 진흥 및 태권도공원 조성 등에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=178796&type=HTML&mobileYn=&efYd=20151231,태권도법시행규칙,178796,문화체육관광부,1371000,20151231,,타법개정,현행
4093,14939,20171024,012003,법률,택시운송사업의 발전에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=198279&type=HTML&mobileYn=&efYd=20180101,택시발전법,198279,국토교통부,1613000,20180101,,타법개정,현행
4094,26988,20160223,012111,대통령령,택시운송사업의 발전에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=181174&type=HTML&mobileYn=&efYd=20160223,택시발전법시행령,181174,국토교통부,1613000,20160223,,일부개정,현행
4095,00291,20160223,012120,국토교통부령,택시운송사업의 발전에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=181333&type=HTML&mobileYn=&efYd=20160223,택시발전법시행규칙,181333,국토교통부,1613000,20160223,,일부개정,현행
4096,15682,20180612,000242,법률,택지개발촉진법,/DRF/lawService.do?OC=tooget&target=law&MST=203779&type=HTML&mobileYn=&efYd=20180627,,203779,국토교통부,1613000,20180627,,일부개정,현행
4097,28554,20171229,005271,대통령령,택지개발촉진법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=200499&type=HTML&mobileYn=&efYd=20171229,,200499,국토교통부,1613000,20171229,,일부개정,현행
4098,00353,20160812,008504,국토교통부령,택지개발촉진법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=185557&type=HTML&mobileYn=&efYd=20160812,,185557,국토교통부,1613000,20160812,,타법개정,현행
4099,15658,20180612,000160,법률,토양환경보전법,/DRF/lawService.do?OC=tooget&target=law&MST=203754&type=HTML&mobileYn=&efYd=20180612,,203754,환경부,1480000,20180612,,일부개정,현행
4100,27767,20170106,005273,대통령령,토양환경보전법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=190931&type=HTML&mobileYn=&efYd=20170107,,190931,환경부,1480000,20170107,,타법개정,현행
4101,00721,20171130,008508,환경부령,토양환경보전법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=199331&type=HTML&mobileYn=&efYd=20180101,,199331,환경부,1480000,20180101,,타법개정,현행
4102,15324,20171226,010071,법률,토지이용규제 기본법,/DRF/lawService.do?OC=tooget&target=law&MST=200239&type=HTML&mobileYn=&efYd=20180627,토지이용규제법,200239,국토교통부,1613000,20180627,,일부개정,현행
4103,28941,20180605,010216,대통령령,토지이용규제 기본법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203659&type=HTML&mobileYn=&efYd=20180627,,203659,국토교통부,1613000,20180627,,일부개정,현행
4104,00527,20180627,010215,국토교통부령,토지이용규제 기본법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203953&type=HTML&mobileYn=&efYd=20180627,,203953,국토교통부,1613000,20180627,,일부개정,현행
4105,14912,20171024,012235,법률,토지이용 인ㆍ허가 절차 간소화를 위한 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=198244&type=HTML&mobileYn=&efYd=20181025,토지인허가간소화법,198244,국토교통부,1613000,20181025,,타법개정,현행
4106,29249,20181023,012484,대통령령,토지이용 인ㆍ허가 절차 간소화를 위한 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204930&type=HTML&mobileYn=&efYd=20181025,,204930,국토교통부,1613000,20181025,,타법개정,현행
4107,00279,20160121,012488,국토교통부령,토지이용 인ㆍ허가 절차 간소화를 위한 특별법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=180117&type=HTML&mobileYn=&efYd=20160121,,180117,국토교통부,1613000,20160121,,제정,현행
4108,14843,20170809,000658,법률,통계법,/DRF/lawService.do?OC=tooget&target=law&MST=196492&type=HTML&mobileYn=&efYd=20180210,,196492,"기획재정부,통계청",1051000 1240000,20180210,,일부개정,현행
4109,28521,20171229,005288,대통령령,통계법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=200689&type=HTML&mobileYn=&efYd=20180630,,200689,"기획재정부,통계청",1051000 1240000,20180630,,타법개정,현행
4110,00656,20180221,008521,기획재정부령,통계법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=202333&type=HTML&mobileYn=&efYd=20180221,,202333,통계청,1240000,20180221,,일부개정,현행
4111,28756,20180330,005290,대통령령,통계청과 그 소속기관 직제,/DRF/lawService.do?OC=tooget&target=law&MST=202989&type=HTML&mobileYn=&efYd=20180330,,202989,"통계청,행정안전부",1240000 1741000,20180330,,일부개정,현행
4112,00678,20180330,009417,기획재정부령,통계청과 그 소속기관 직제 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203037&type=HTML&mobileYn=&efYd=20180330,,203037,통계청,1240000,20180330,,일부개정,현행
4113,28212,20170726,010453,대통령령,통상조약 국내대책위원회 규정,/DRF/lawService.do?OC=tooget&target=law&MST=195891&type=HTML&mobileYn=&efYd=20170726,,195891,산업통상자원부,1450000,20170726,,타법개정,현행
4114,14840,20170726,011525,법률,통상조약의 체결절차 및 이행에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=195398&type=HTML&mobileYn=&efYd=20170726,통상조약법,195398,"산업통상자원부,외교부",1262000 1450000,20170726,,타법개정,현행
4115,26703,20151210,011656,대통령령,통상조약의 체결절차 및 이행에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=177160&type=HTML&mobileYn=&efYd=20151210,통상조약법시행령,177160,"산업통상자원부,외교부",1262000 1450000,20151210,,타법개정,현행
4116,15493,20180320,000036,법률,통신비밀보호법,/DRF/lawService.do?OC=tooget&target=law&MST=202761&type=HTML&mobileYn=&efYd=20180320,,202761,"과학기술정보통신부,법무부",1270000 1721000,20180320,,일부개정,현행
4117,28211,20170726,005292,대통령령,통신비밀보호법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195548&type=HTML&mobileYn=&efYd=20170726,,195548,"과학기술정보통신부,법무부",1270000 1721000,20170726,,타법개정,현행
4118,02113,20071029,005961,대법원규칙,통신제한조치 등 허가 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=81095&type=HTML&mobileYn=&efYd=20071029,,81095,대법원,9740000,20071029,,일부개정,현행
4119,15433,20180313,002008,법률,통일교육 지원법,/DRF/lawService.do?OC=tooget&target=law&MST=202632&type=HTML&mobileYn=&efYd=20180914,,202632,통일부,1250000,20180914,,일부개정,현행
4120,29159,20180911,005299,대통령령,통일교육 지원법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204370&type=HTML&mobileYn=&efYd=20180914,,204370,통일부,1250000,20180914,,일부개정,현행
4121,00083,20151228,008536,통일부령,통일부 소관 비영리법인의 설립 및 감독에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=178333&type=HTML&mobileYn=&efYd=20151228,,178333,통일부,1250000,20151228,,일부개정,현행
4122,29190,20180928,005300,대통령령,통일부와 그 소속기관 직제,/DRF/lawService.do?OC=tooget&target=law&MST=204677&type=HTML&mobileYn=&efYd=20180928,,204677,"통일부,행정안전부",1250000 1741000,20180928,,일부개정,현행
4123,00100,20180928,008537,통일부령,통일부와 그 소속기관 직제 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204707&type=HTML&mobileYn=&efYd=20180928,,204707,통일부,1250000,20180928,,일부개정,현행
4124,26944,20160203,011982,대통령령,통일ㆍ북한 연구비 지급 규정,/DRF/lawService.do?OC=tooget&target=law&MST=180817&type=HTML&mobileYn=&efYd=20160203,,180817,통일부,1250000,20160203,,타법개정,현행
4125,14839,20170726,000920,법률,통합방위법,/DRF/lawService.do?OC=tooget&target=law&MST=195060&type=HTML&mobileYn=&efYd=20170726,,195060,국방부,1290000,20170726,,타법개정,현행
4126,29114,20180821,005305,대통령령,통합방위법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204276&type=HTML&mobileYn=&efYd=20180901,,204276,국방부,1290000,20180901,,타법개정,현행
4127,11690,20130323,009537,법률,퇴직교원 평생교육활동 지원법,/DRF/lawService.do?OC=tooget&target=law&MST=136648&type=HTML&mobileYn=&efYd=20130323,퇴직교원법,136648,교육부,1342000,20130323,,타법개정,현행
4128,12422,20140318,012019,법률,특별감찰관법,/DRF/lawService.do?OC=tooget&target=law&MST=152098&type=HTML&mobileYn=&efYd=20140619,,152098,법무부,1270000,20140619,,제정,현행
4129,25383,20140617,012084,대통령령,특별감찰관법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=155665&type=HTML&mobileYn=&efYd=20140619,,155665,법무부,1270000,20140619,,제정,현행
4130,25386,20140617,012085,대통령령,특별감찰관 직제,/DRF/lawService.do?OC=tooget&target=law&MST=155646&type=HTML&mobileYn=&efYd=20140619,,155646,행정안전부,1741000,20140619,,제정,현행
4131,12423,20140318,012020,법률,특별검사의 임명 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=152099&type=HTML&mobileYn=&efYd=20140619,특검법,152099,법무부,1270000,20140619,,제정,현행
4132,25382,20140617,012083,대통령령,특별검사의 임명 등에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=155664&type=HTML&mobileYn=&efYd=20140619,특검법시행령,155664,법무부,1270000,20140619,,제정,현행
4133,00186,20140429,012058,국회규칙,특별검사후보추천위원회의 구성 및 운영 등에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=154606&type=HTML&mobileYn=&efYd=20140619,,154606,국회,9700000,20140619,,제정,현행
4134,00917,20180130,009710,법무부령,특별사법경찰관리 집무규칙,/DRF/lawService.do?OC=tooget&target=law&MST=201933&type=HTML&mobileYn=&efYd=20180130,,201933,법무부,1270000,20180130,,일부개정,현행
4135,00280,20070903,010060,중앙선거관리위원회규칙,특별정려금 지급에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=80350&type=HTML&mobileYn=&efYd=20070903,,80350,중앙선거관리위원회,9760000,20070903,,일부개정,현행
4136,13944,20160203,012498,법률,특수외국어 교육 진흥에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=180827&type=HTML&mobileYn=&efYd=20160804,특수외국어교육법,180827,교육부,1342000,20160804,,제정,현행
4137,27420,20160802,012631,대통령령,특수외국어 교육 진흥에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=185175&type=HTML&mobileYn=&efYd=20160804,,185175,교육부,1342000,20160804,,제정,현행
4138,00339,20150724,009476,보건복지부령,특수의료장비의 설치 및 운영에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=173447&type=HTML&mobileYn=&efYd=20160101,,173447,보건복지부,1352000,20160101,,일부개정,현행
4139,13779,20160119,009618,법률,특수임무수행자 보상에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=179512&type=HTML&mobileYn=&efYd=20160119,특임자보상법,179512,국방부,1290000,20160119,,일부개정,현행
4140,26774,20151230,009823,대통령령,특수임무수행자 보상에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=177925&type=HTML&mobileYn=&efYd=20151230,특임자보상법시행령,177925,국방부,1290000,20151230,,타법개정,현행
4141,15479,20180313,009631,법률,특수임무유공자 예우 및 단체설립에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=202699&type=HTML&mobileYn=&efYd=20180614,특수임무유공자법,202699,국가보훈처,1180000,20180614,,일부개정,현행
4142,29181,20180918,010029,대통령령,특수임무유공자 예우 및 단체설립에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204632&type=HTML&mobileYn=&efYd=20180921,특수임무유공자법시행령,204632,국가보훈처,1180000,20180921,,타법개정,현행
4143,01463,20180517,010027,총리령,특수임무유공자 예우 및 단체설립에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203554&type=HTML&mobileYn=&efYd=20180517,특수임무유공자법시행규칙,203554,국가보훈처,1180000,20180517,,일부개정,현행
4144,27751,20161230,005318,대통령령,특수학교시설ㆍ설비기준령,/DRF/lawService.do?OC=tooget&target=law&MST=190578&type=HTML&mobileYn=&efYd=20170101,,190578,교육부,1342000,20170101,,타법개정,현행
4145,00001,20130324,008550,해양수산부령,특수화물 선박운송 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=138267&type=HTML&mobileYn=&efYd=20130324,,138267,해양수산부,1192000,20130324,,타법개정,현행
4146,13716,20160106,001133,법률,특정강력범죄의 처벌에 관한 특례법,/DRF/lawService.do?OC=tooget&target=law&MST=178983&type=HTML&mobileYn=&efYd=20160106,특정강력범죄법,178983,법무부,1270000,20160106,,일부개정,현행
4147,15256,20171219,001136,법률,특정경제범죄 가중처벌 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=199773&type=HTML&mobileYn=&efYd=20180320,특정경제범죄법,199773,법무부,1270000,20180320,,일부개정,현행
4148,29181,20180918,005321,대통령령,특정경제범죄 가중처벌 등에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204633&type=HTML&mobileYn=&efYd=20180921,특정경제범죄법시행령,204633,법무부,1270000,20180921,,타법개정,현행
4149,27758,20161230,005323,대통령령,특정국가와의 관세협상에 따른 국제협력관세의 적용에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=190610&type=HTML&mobileYn=&efYd=20170101,,190610,기획재정부,1051000,20170101,,일부개정,현행
4150,14839,20170726,009244,법률,특정 금융거래정보의 보고 및 이용 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=195313&type=HTML&mobileYn=&efYd=20170726,특정금융정보법,195313,"금융위원회,법무부",1160100 1270000,20170726,,타법개정,현행
4151,28687,20180227,009256,대통령령,특정 금융거래정보의 보고 및 이용 등에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=202368&type=HTML&mobileYn=&efYd=20180828,특정금융정보법시행령,202368,"금융위원회,법무부",1160100 1270000,20180828,,일부개정,현행
4152,24441,20130323,005325,대통령령,특정물품등의조달에관한국가를당사자로하는계약에관한법률시행령특례규정,/DRF/lawService.do?OC=tooget&target=law&MST=135992&type=HTML&mobileYn=&efYd=20130323,,135992,조달청,1230000,20130323,,타법개정,현행
4153,00360,20130917,008552,기획재정부령,특정물품등의조달에관한국가를당사자로하는계약에관한법률시행특례규칙,/DRF/lawService.do?OC=tooget&target=law&MST=144142&type=HTML&mobileYn=&efYd=20130923,,144142,조달청,1230000,20130923,,타법개정,현행
4154,14474,20161227,001676,법률,특정범죄 가중처벌 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=188550&type=HTML&mobileYn=&efYd=20170328,특정범죄가중법,188550,법무부,1270000,20170328,,타법개정,현행
4155,27205,20160531,005326,대통령령,특정범죄 가중처벌 등에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=183474&type=HTML&mobileYn=&efYd=20160930,특정범죄가중법시행령,183474,법무부,1270000,20160930,,타법개정,현행
4156,14413,20161220,002009,법률,특정범죄신고자 등 보호법,/DRF/lawService.do?OC=tooget&target=law&MST=188381&type=HTML&mobileYn=&efYd=20161220,범죄신고자법,188381,법무부,1270000,20161220,,일부개정,현행
4157,28211,20170726,005327,대통령령,특정범죄신고자등보호법시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195549&type=HTML&mobileYn=&efYd=20170726,범죄신고자법시행령,195549,법무부,1270000,20170726,,타법개정,현행
4158,00891,20170309,008553,법무부령,특정범죄신고자 등 보호법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=192296&type=HTML&mobileYn=&efYd=20170309,범죄신고자법시행규칙,192296,법무부,1270000,20170309,,일부개정,현행
4159,15759,20180918,010434,법률,특정 범죄자에 대한 보호관찰 및 전자장치 부착 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=204489&type=HTML&mobileYn=&efYd=20180918,전자장치부착법,204489,법무부,1270000,20180918,,일부개정,현행
4160,28950,20180612,010834,대통령령,특정 범죄자에 대한 보호관찰 및 전자장치 부착 등에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203814&type=HTML&mobileYn=&efYd=20180613,전자장치부착법시행령,203814,법무부,1270000,20180613,,일부개정,현행
4161,00918,20180202,010836,법무부령,특정 범죄자에 대한 보호관찰 및 전자장치 부착 등에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=201993&type=HTML&mobileYn=&efYd=20180202,전자장치부착법시행규칙,201993,법무부,1270000,20180202,,일부개정,현행
4162,14839,20170726,000752,법률,특정연구기관 육성법,/DRF/lawService.do?OC=tooget&target=law&MST=195331&type=HTML&mobileYn=&efYd=20170726,특정연구기관법,195331,과학기술정보통신부,1721000,20170726,,타법개정,현행
4163,28210,20170726,005329,대통령령,특정연구기관 육성법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195466&type=HTML&mobileYn=&efYd=20170726,,195466,과학기술정보통신부,1721000,20170726,,타법개정,현행
4164,25847,20141211,005336,대통령령,특정조달을 위한 국가를 당사자로 하는 계약에 관한 법률 시행령 특례규정,/DRF/lawService.do?OC=tooget&target=law&MST=165164&type=HTML&mobileYn=&efYd=20160715,,165164,조달청,1230000,20160715,,일부개정,현행
